Timestamp,Latitude,Longitude
2024-03-08 14:16:53.242114,48.267381423795804,14.285096981300873
2024-03-08 15:16:53.242114,48.272022302652076,14.281321041809605
2024-03-08 16:16:53.242114,48.29961072038288,14.283193061212591
2024-03-08 17:16:53.242114,48.28684216131878,14.270455185995129
2024-03-08 18:16:53.242114,48.29038416046025,14.291833102505432
2024-03-08 19:16:53.242114,48.28105678110321,14.28618110837542
2024-03-08 20:16:53.242114,48.30071610606399,14.288015796138009
2024-03-08 21:16:53.242114,48.28269384741899,14.295456585593392
2024-03-08 22:16:53.242114,48.268240050731826,14.27707107413615
2024-03-08 23:16:53.242114,48.27843827364156,14.301669358814774
2024-03-09 00:16:53.242114,48.276264661304715,14.2839281883068
2024-03-09 01:16:53.242114,48.28910905895774,14.288616221830033
2024-03-09 02:16:53.242114,48.25957063314013,14.274575000889948
2024-03-09 03:16:53.242114,48.281596279436954,14.277004863882567
2024-03-09 04:16:53.242114,48.278042937856505,14.284585888075206
2024-03-09 05:16:53.242114,48.2679296874648,14.289161949663239
2024-03-09 06:16:53.242114,48.27830391032326,14.288648445699728
2024-03-09 07:16:53.242114,48.27108800251377,14.291339850844926
2024-03-09 08:16:53.242114,48.28641108337966,14.288703121434779
2024-03-09 09:16:53.242114,48.28610029839474,14.266522097063117
2024-03-09 10:16:53.242114,48.255423169801844,14.292843902644584
2024-03-09 11:16:53.242114,48.263648013916026,14.302287389048178
2024-03-09 12:16:53.242114,48.29378000789769,14.301365164975797
2024-03-09 13:16:53.242114,48.272645573413776,14.294333659677589
2024-03-09 14:16:53.242114,48.276075424185244,14.298630036780796
2024-03-09 15:16:53.242114,48.279751392624874,14.291348715671957
2024-03-09 16:16:53.242114,48.282159536699226,14.286207234540875
2024-03-09 17:16:53.242114,48.28906767104261,14.29534913030006
2024-03-09 18:16:53.242114,48.28506045758193,14.2794164905817
2024-03-09 19:16:53.242114,48.26615996132541,14.28307607742733
2024-03-09 20:16:53.242114,48.27673161855386,14.28303930522951
2024-03-09 21:16:53.242114,48.26546671795873,14.278433788086584
2024-03-09 22:16:53.242114,48.28001815438649,14.275046875252698
2024-03-09 23:16:53.242114,48.273122309181716,14.287534237326733
2024-03-10 00:16:53.242114,48.267443674088845,14.27749485734269
2024-03-10 01:16:53.242114,48.276914887950106,14.305078786364072
2024-03-10 02:16:53.242114,48.26993193129595,14.306799064678787
2024-03-10 03:16:53.242114,48.272290583654815,14.289035938151521
2024-03-10 04:16:53.242114,48.28285424075634,14.27856752867832
2024-03-10 05:16:53.242114,48.27709280339711,14.2961866082861
2024-03-10 06:16:53.242114,48.27717238364456,14.279643907927003
2024-03-10 07:16:53.242114,48.268462214140484,14.294776739789542
2024-03-10 08:16:53.242114,48.284014781425796,14.299096230394483
2024-03-10 09:16:53.242114,48.2884937340223,14.293060326857994
2024-03-10 10:16:53.242114,48.2972870505261,14.289730122513829
2024-03-10 11:16:53.242114,48.28656891296704,14.30071876746447
2024-03-10 12:16:53.242114,48.27452956535695,14.283654336671503
2024-03-10 13:16:53.242114,48.30036038012563,14.283450351531663
2024-03-10 14:16:53.242114,48.26567315651801,14.276225101043048
2024-03-10 15:16:53.242114,48.25988381572836,14.27696740773632
2024-03-10 16:16:53.242114,48.25824920729869,14.292589613866886
2024-03-10 17:16:53.242114,48.2899781022201,14.30457023597011
2024-03-10 18:16:53.242114,48.294488940055324,14.304314570714773
2024-03-10 19:16:53.242114,48.29719774173031,14.29823255421912
2024-03-10 20:16:53.242114,48.28809645493358,14.300246115070287
2024-03-10 21:16:53.242114,48.281267262784716,14.280458580504023
2024-03-10 22:16:53.242114,48.266339903504594,14.302630473301832
2024-03-10 23:16:53.242114,48.27667144464092,14.282627774773495
2024-03-11 00:16:53.242114,48.28336438506462,14.287662432327009
2024-03-11 01:16:53.242114,48.273329067220004,14.2857624393456
2024-03-11 02:16:53.242114,48.27179545345842,14.297260218452399
2024-03-11 03:16:53.242114,48.28752730291508,14.285280442227792
2024-03-11 04:16:53.242114,48.26703598144603,14.293712164993261
2024-03-11 05:16:53.242114,48.29107528920335,14.288666183540581
2024-03-11 06:16:53.242114,48.26663537287987,14.280582925685794
2024-03-11 07:16:53.242114,48.277600690041524,14.269405115353212
2024-03-11 08:16:53.242114,48.28363551289247,14.28214549803243
2024-03-11 09:16:53.242114,48.28775085378901,14.282241539660479
2024-03-11 10:16:53.242114,48.27646056796983,14.298305250650973
2024-03-11 11:16:53.242114,48.27715368951467,14.278057992718532
2024-03-11 12:16:53.242114,48.27679022769565,14.275874543714268
2024-03-11 13:16:53.242114,48.26609242787928,14.30161970524465
2024-03-11 14:16:53.242114,48.25216520579325,14.289863581872863
2024-03-11 15:16:53.242114,48.28275166698216,14.265518431955122
2024-03-11 16:16:53.242114,48.29441179932959,14.291383141016224
2024-03-11 17:16:53.242114,48.28285959092968,14.293429285562187
2024-03-11 18:16:53.242114,48.26368632772288,14.297230082861594
2024-03-11 19:16:53.242114,48.294169020148985,14.298956105359958
2024-03-11 20:16:53.242114,48.26659620250477,14.283706720890608
2024-03-11 21:16:53.242114,48.25548277662341,14.279676785382309
2024-03-11 22:16:53.242114,48.2671305025379,14.267369024624651
2024-03-11 23:16:53.242114,48.27577253241545,14.273575387962191
2024-03-12 00:16:53.242114,48.28049790330794,14.30420165230871
2024-03-12 01:16:53.242114,48.26834789100341,14.302613624280072
2024-03-12 02:16:53.242114,48.278842615378274,14.29123133492613
2024-03-12 03:16:53.242114,48.286497786249896,14.295195006946354
2024-03-12 04:16:53.242114,48.27528752767358,14.268287902663745
2024-03-12 05:16:53.242114,48.270128362925526,14.26989012019525
2024-03-12 06:16:53.242114,48.28559891031735,14.298086302603314
2024-03-12 07:16:53.242114,48.27892491099033,14.286917293051207
2024-03-12 08:16:53.242114,48.27779755889521,14.282363037273667
2024-03-12 09:16:53.242114,48.27767329977782,14.277033297110567
2024-03-12 10:16:53.242114,48.28355805424217,14.30049927978825
2024-03-12 11:16:53.242114,48.26322186705682,14.280687281990884
2024-03-12 12:16:53.242114,48.26191520570897,14.278749536853848
2024-03-12 13:16:53.242114,48.268557550767596,14.285067238938748
2024-03-12 14:16:53.242114,48.274662010094524,14.276932724980016
2024-03-12 15:16:53.242114,48.27747274788725,14.277699304469666
2024-03-12 16:16:53.242114,48.27972668843315,14.29039149208828
2024-03-12 17:16:53.242114,48.27023294135464,14.277232992421007
2024-03-08 14:16:53.242114,48.288928049559495,14.33091344498993
